kingdom,phylum,class,order,family,genus,num_ref_seqs
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Perexilibacter,1
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Persicobacter,4
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Porifericola,1
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Reichenbachiella,16
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,20
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Sediminitomix,1
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Tunicatimonas,1
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,NA,331
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,NA,NA,45
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Bergeyella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Chryseobacterium,350
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Cloacibacterium,107
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Elizabethkingia,10
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Ornithobacterium,6
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Riemerella,6
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Wautersiella,24
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],Weeksella,5
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,[Weeksellaceae],NA,139
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Blattabacterium,15
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Brownia,5
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,Sulcia,44
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Blattabacteriaceae,NA,16
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Brumimicrobium,6
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Coccinistipes,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Crocinitomix,19
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorpha,35
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,142
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Lishizhenia,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,22
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Wandonia,3
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,NA,237
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Actibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aequorivita,30
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,7
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Antarcticimonas,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,17
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ascidianibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureimonas,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureitalea,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,10
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,287
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,13
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Coccinimonas,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Coralibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Costertonia,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceimarina,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceitalea,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flaviramulus,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavivirga,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,1109
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flexibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,7
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Fulvibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,5
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,11
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gillisia,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gilvibacter,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Hyunsoonleella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Imtechella,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Jejuia,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,12
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kriegella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Krokinobacter,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,4
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,12
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutaonella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,10
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mangrovimonas,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Maribacter,44
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,marine,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mariniflexile,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marinitalea,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia,11
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,38
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricola,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,20
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Nonlabens,3
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Oceanistipes,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,14
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Persicivirga,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pibocella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,115
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pontirhabdus,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Poriferibacter,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Pseudozobellia,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,21
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroserpens,14
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,21
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,23
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminicola,19
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sediminitalea,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Siansivirga,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Snuella,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Stenothermobacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaxibacter,2
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Subsaximicrobium,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Sufflavibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana,4
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,54
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,19
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Vitellibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,59
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Xanthobacillum,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Yeosuana,3
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zhouia,8
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Zobellia,8
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,1109
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9,NA,76
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,NA,NA,181
Bacteria,Bacteroidetes,Flavobacteriia,NA,NA,NA,14
Bacteria,Bacteroidetes,SB-5,NA,NA,NA,17
Bacteria,Bacteroidetes,SM1A07,NA,NA,NA,39
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12,NA,20
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Cytophagales,2
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,11
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Olivibacter,15
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Parapedobacter,6
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,233
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,2
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,145
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,NA,352
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NA,NA,310
Bacteria,Bacteroidetes,VC2_1_Bac22,NA,NA,NA,16
Bacteria,Bacteroidetes,NA,NA,NA,NA,97
Bacteria,BHI80-139,bOHTK-109,NA,NA,NA,16
Bacteria,BHI80-139,MD2896-B26,NA,NA,NA,7
Bacteria,BHI80-139,NA,NA,NA,NA,28
Bacteria,BRC1,NPL-UPA2,NA,NA,NA,87
Bacteria,BRC1,PRR-11,NA,NA,NA,187
Bacteria,BRC1,NA,NA,NA,NA,10
Bacteria,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,Caldisericum,4
Bacteria,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,NA,2
Bacteria,Caldiserica,Caldisericia,Caldisericales,NA,NA,7
Bacteria,Caldiserica,OP5,LF045,NA,NA,13
Bacteria,Caldiserica,OP5,WCHB1-02,SHBZ1169,NA,7
Bacteria,Caldiserica,OP5,WCHB1-02,NA,NA,3
Bacteria,Caldiserica,OP5,NA,NA,NA,3
Bacteria,Caldiserica,TTA-B1,NA,NA,NA,10
Bacteria,Caldiserica,WCHB1-03,NA,NA,NA,9
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,BA059,NA,18
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,Caldithrix,4
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,LCP-26,18
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,NA,9
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,NA,NA,4
Bacteria,CD12,NA,NA,NA,NA,40
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,7
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydophila,2
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,NA,8
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Criblamydia,1
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,Estrella,1
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Criblamydiaceae,NA,3
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,7
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Neochlamydia,1
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,4
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,NA,4
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Rhabdochlamydiaceae,Candidatus Rhabdochlamydia,9
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Fritschea,2
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,2
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,NA,1
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,Waddlia,3
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Waddliaceae,NA,2
Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,18
Bacteria,Chlamydiae,Chlamydiia,NA,NA,NA,3
Bacteria,Chlamydiae,NA,NA,NA,NA,1
Bacteria,Chlorobi,BSV26,A89,NA,NA,21
Bacteria,Chlorobi,BSV26,BSN164,NA,NA,2
Bacteria,Chlorobi,BSV26,C20,NA,NA,19
Bacteria,Chlorobi,BSV26,PK329,NA,NA,46
Bacteria,Chlorobi,BSV26,VC38,NA,NA,13
Bacteria,Chlorobi,BSV26,NA,NA,NA,6
Bacteria,Chlorobi,Chlorobia,[Chloroherpetales],[Chloroherpetaceae],Chloroherpeton,3
Bacteria,Chlorobi,Chlorobia,[Chloroherpetales],SM1B02,NA,9
Bacteria,Chlorobi,Chlorobia,[Chloroherpetales],NA,NA,1
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,20
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,6
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Pelodictyon,6
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,12
Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,NA,25
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,[Melioribacteraceae],NA,13
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,4
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,NA,99
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,lheB3-7,NA,30
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,OTUb7,NA,6
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,NA,NA,12
Bacteria,Chlorobi,Ignavibacteria,SM1H02,NA,NA,5
Bacteria,Chlorobi,OPB56,NA,NA,NA,146
Bacteria,Chlorobi,SJA-28,NA,NA,NA,62
Bacteria,Chlorobi,NA,NA,NA,NA,17
Bacteria,Chloroflexi,[Thermobacula],[Thermobaculales],[Thermobaculaceae],Thermobaculum,9
Bacteria,Chloroflexi,[Thermobacula],[Thermobaculales],[Thermobaculaceae],NA,5
Bacteria,Chloroflexi,Anaerolineae,A31,S47,NA,17
Bacteria,Chloroflexi,Anaerolineae,A31,NA,NA,18
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,36
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,3
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,C1_B004,20
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Leptolinea,1
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Levilinea,1
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea,16
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-14,2
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,SHD-231,37
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,T78,151
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Thermanaerothrix,1
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05,40
Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,NA,104
Bacteria,Chloroflexi,Anaerolineae,Ardenscatenales,Ardenscatenaceae,Ardenscatena,34
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Caldilinea,12
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,1
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,157
Bacteria,Chloroflexi,Anaerolineae,Caldilineales,NA,NA,2
Bacteria,Chloroflexi,Anaerolineae,CFB-26,NA,NA,26
Bacteria,Chloroflexi,Anaerolineae,DRC31,NA,NA,163
Bacteria,Chloroflexi,Anaerolineae,envOPS12,NA,NA,128
Bacteria,Chloroflexi,Anaerolineae,GCA004,NA,NA,168
Bacteria,Chloroflexi,Anaerolineae,H39,NA,NA,31
Bacteria,Chloroflexi,Anaerolineae,MSB-1E9,NA,NA,50
Bacteria,Chloroflexi,Anaerolineae,O4D2Z37,NA,NA,16
Bacteria,Chloroflexi,Anaerolineae,OPB11,NA,NA,573
Bacteria,Chloroflexi,Anaerolineae,pLW-97,NA,NA,15
Bacteria,Chloroflexi,Anaerolineae,S0208,NA,NA,145
Bacteria,Chloroflexi,Anaerolineae,SB-34,NA,NA,56
Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,329
Bacteria,Chloroflexi,Anaerolineae,SBR1031,oc28,NA,22
Bacteria,Chloroflexi,Anaerolineae,SBR1031,SHA-31,NA,78
Bacteria,Chloroflexi,Anaerolineae,SBR1031,SJA-101,NA,64
Bacteria,Chloroflexi,Anaerolineae,SBR1031,NA,NA,9
Bacteria,Chloroflexi,Anaerolineae,SHA-20,NA,NA,105
Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA,36
Bacteria,Chloroflexi,Anaerolineae,WCHB1-50,NA,NA,39
Bacteria,Chloroflexi,Anaerolineae,NA,NA,NA,112
Bacteria,Chloroflexi,C0119,NA,NA,NA,15
Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],Kouleothrix,7
Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Kouleothrixaceae],NA,33
Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Roseiflexaceae],Roseiflexus,20
Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],[Roseiflexaceae],NA,2
Bacteria,Chloroflexi,Chloroflexi,[Roseiflexales],NA,NA,32
Bacteria,Chloroflexi,Chloroflexi,AKIW781,NA,NA,29
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,[Chlorothrixaceae],Candidatus Chlorothrix,4
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,[Chlorothrixaceae],NA,67
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,01D2Z48,NA,12
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloroflexus,21
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,6
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,NA,3
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,FFCH7168,NA,2
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Oscillochloridaceae,Oscillochloris,6
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,SBYO_3720,NA,5
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,YCB18,NA,3
Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,NA,NA,1
Bacteria,Chloroflexi,Chloroflexi,Herpetosiphonales,NA,NA,5
Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,9
Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,Dehalococcoidaceae,Dehalogenimonas,5
Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,Dehalococcoidaceae,NA,397
Bacteria,Chloroflexi,Dehalococcoidetes,Dehalococcoidales,NA,NA,21
Bacteria,Chloroflexi,Dehalococcoidetes,FS117-23B-02,NA,NA,13
Bacteria,Chloroflexi,Dehalococcoidetes,GIF9,NA,NA,76
Bacteria,Chloroflexi,Dehalococcoidetes,NA,NA,NA,48
Bacteria,Chloroflexi,Ellin6529,NA,NA,NA,74
Bacteria,Chloroflexi,Gitt-GS-136,NA,NA,NA,21
Bacteria,Chloroflexi,Ktedonobacteria,B10-SB3A,NA,NA,3
Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,NA,NA,5
Bacteria,Chloroflexi,Ktedonobacteria,Elev-1554,NA,NA,6
Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,NA,NA,13
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,FFCH10602,23
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,1
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,35
Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,Thermogemmatispora,4
Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,NA,127
Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,NA,NA,1
Bacteria,Chloroflexi,Ktedonobacteria,TK10,NA,NA,19
Bacteria,Chloroflexi,Ktedonobacteria,NA,NA,NA,5
Bacteria,Chloroflexi,MVP-21,NA,NA,NA,11
Bacteria,Chloroflexi,P2-11E,NA,NA,NA,17
Bacteria,Chloroflexi,S085,NA,NA,NA,109
Bacteria,Chloroflexi,SAR202,NA,NA,NA,261
Bacteria,Chloroflexi,SHA-26,NA,NA,NA,31
Bacteria,Chloroflexi,SL56,NA,NA,NA,8
Bacteria,Chloroflexi,Thermomicrobia,AKYG1722,NA,NA,21
Bacteria,Chloroflexi,Thermomicrobia,Ellin6537,NA,NA,5
Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,NA,NA,55
Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,NA,NA,4
Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,NA,NA,4
Bacteria,Chloroflexi,Thermomicrobia,NA,NA,NA,6
Bacteria,Chloroflexi,TK10,AKYG885,5B-12,NA,12
Bacteria,Chloroflexi,TK10,AKYG885,Dolo_23,NA,18
Bacteria,Chloroflexi,TK10,AKYG885,NA,NA,7
Bacteria,Chloroflexi,TK10,B07_WMSP1,FFCH4570,NA,7
Bacteria,Chloroflexi,TK10,B07_WMSP1,NA,NA,16
Bacteria,Chloroflexi,TK10,NA,NA,NA,10
Bacteria,Chloroflexi,TK17,mle1-48,NA,NA,18
Bacteria,Chloroflexi,TK17,TK18,NA,NA,8
Bacteria,Chloroflexi,TK17,NA,NA,NA,22
Bacteria,Chloroflexi,NA,NA,NA,NA,21
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes,1
Bacteria,Chrysiogenetes,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,3
Bacteria,Cyanobacteria,4C0d-2,MLE1-12,NA,NA,52
Bacteria,Cyanobacteria,4C0d-2,SM1D11,NA,NA,43
